feature,coef
f00,2.6868391394956896
f05,-2.6355142118241477
f02,-1.9713549998793376
f22,1.846125762397077
f03,0.9728201316935
f26,0.9053606120813176
f14,-0.8577902595634216
f01,-0.8318862792726607
f21,-0.8226787458278801
f77,-0.7938929537228632
f12,0.751766531571942
f19,0.7449692045839051
f35,-0.741066458087756
f57,0.7066043180656737
f45,0.6345810321875963
f07,-0.5985173568942495
f18,0.47940962203386506
f08,-0.4783159748966643
f75,0.47216514128078485
f84,0.4469598598067854
