feature,coef
f00,5.315392455666961
f01,-2.9013664335821057
f05,-2.843057138555521
f02,-1.567106030229933
f22,1.3916160752355546
f12,1.0520073578885571
f26,0.8844534865791944
f17,0.8545849902954354
f07,-0.8083143864850348
f08,-0.7304342935767786
f10,-0.7169775739009452
f15,0.674790805440848
f19,0.6620787436136237
f77,-0.6528905634918521
f13,0.6164296695402232
f56,-0.6012925145473886
f18,0.6006423187507944
f35,-0.5771118798139305
f47,-0.5486692620731605
f57,0.5129264486964984
